	author	comment
1431	Jovan Calic	"When you say:""Keep the change""."
1432	Геннадий Тафаев	Всегда любил.
1433	Billy Bond	My sociology teacher sings this every time we take about money.
1434	Joseba Carricas	Avery good song
1435	Agramint	song from 2009 but never gonna die
1436	mono mo	In Japan, this song is very famous because it was used in a TV program n a challenge to live on only 10000yen for a month.
1437	Atenea es sabia	0:10 Frida es yo cuando me escapo 😂
1438	Timothy waters	"Minimum wage today was equal to anual salary when this song was released. And even so there's still economic crisis. As the song puts it ""its a rich man's world"""
1439	TurkI.R	love agnetha
1440	francesco menozzi	this is mbappe song
1441	lamia1956	Who is watching this music video in 1080p resolution for the first time in his life?
1442	Doubleline	If I was a woman I'd be a gold digger in a heartbeat
1443	cchantal lescamerpasvenales	Mama Mia : c'est quand même mieux que les chansons soient traduites en Français 💞🤑 Pauvres personnes riches ! 😂
1444	Gintarė Maksimovaitė	I love Swedish people.
1445	Deku Vadi	2:06 That close up shot also fridas lips also I wonder what camera they use to do those shots
1446	mister s	Mbappe song
1447	Chiyas 367	at least i didnt get rick rolled by dank memer
1448	32 smash	いきなり黄金伝説の1か月1万円生活でこの曲を知った。でも曲名知らなくて、今とある番組でこの曲のタイトルを知ってここに来た(笑)
1449	HIY	Randomly popped in my mind
1450	Lisa Mulia Power	Money money money I need money In the woman'world
1451	Happy Face 🙂	Ben doğmadan 3 gün önce çıkmış. 😎
1452	karen staniforth	ENERGY MAKE THE WORLD GO ROUND
1453	Zen Ink Tattoos	Bro this is facts
1454	1.01 バージョン	日本でも人気な歌だけど、世界でも人気なんかこれ🤣🤣🤣
1455	Sigma	Mbappe after he signs the contract extension.
1456	HomaHoma	Dank memer of discord made me go to this banger i appreciate this ty <3
1457	בקבוקונים אין לי חברים	idc how insane your story is. im here from dank memer
1458	Михаил Новаковский	Теперь все поняли,что мани дерьмо а жизнь - всё.
1459	Shantanu Srinivas	half of the 86m views must be redirected by dank memer
1460	joe bloggs	when you find 10 dollars on the ground
1461	mitten	i just want a padlock so i cant be robbed.....
1462	Oklkok	DIS IS A MEME ABBA YOU MADE A MEME SONG sa
1463	Glockenspiel	Ford Mustang GT : You can modify me for more power Mercedes AMG C63s : If you want me, you gotta get a lot of 0:44
1464	ahmed ghenim	Tout le blé (le beur et l'argent du beur!!) :D
1465	Кура Гриль	Money Money Money
1466	Совушка с нуттелай	Ця пісня схожа як танцювальна і вона дуже сильно реагує
1467	Anton Schütze	"The description here ""©1982 Polar Music International AB"" and ""Video produced by: Kjell Sundvall and Kjell-Åke Andersson"" muss be changed. This is not right!"
1468	Brian Nguyen	OMG
1469	Exotic Crimson	When I tried to buy a cellphone from dank memer
1470	Zeynep Aktaş	Avrupa Yakası versiyonu çok daha iyi maalesef…
1471	AloneFoxit	Damn i got dank memed
1472	Bruce Wayne	Song for Mbappe
1473	chudy stiven	Official anthem of Manchester City and PSG
1474	Stan & Ford best grunkles :D	Did you come here from TikTok?)))
1475	atticusdead1280	Early days at Firekeepers Casino!
1476	palotol	WHY DANK MEMER I JUST MISS CLICKED THE BUTTON TO BUY AN FAKE ID 😭
1477	karen staniforth	US AUSSIE WILL PLAY GODS PLAY BARBIE ALL DAY
1478	John Franklin	This is running to fast.....
1479	Niki_	im trying to buy a engagement ring on discord and it keeps taking me to this page😭
1480	Stoyan Grozdanov	Обичам
1481	huggywuggy__	Money ,Money ,Money , must be funny
1482	à[īçè	Me Boeing Here from 2022:
1483	May Bay The Furby	Otra canción de halloween
1484	Kaapo Noob	Pov: You came here from dank memer's padlock
1485	Svetlana Lampel	woooo hooooow
1486	I adore pixal	i just wanna buy fishing pole from dank memer
1487	Vasco’s last brain sell	POV : you are here because of dark memer
1488	berkay kayış	avrupa yakası izleyip tekrar buraya gelen var mı
1489	¿Mr_Cap¿	Who else is here from dank memer😂
1490	keeperofthereign	Watching after all these years the videos of abba, their plain and emotionless gaze and listening to their soulless melodies, I understand why I became a metalhead!
1491	karen staniforth	TWO PRICE IN ONE SALE WHY THE HELL NOT
1492	朱丽君	LOL I CLICKED THE WRONG THING IN SHOP ON DANK MEMER WHICH WAS TOO EXPENSIVE SO I CAME HERE 😂😂😂
1493	YourLocalAviator	I wanted a hunting rifle from dank memer and i got this
1494	karen staniforth	IT'S BACK UP BY MY ENERGY NOT BLANK PAPER YOU CANT REDEEM
1495	Tuxedo Cat	:))))))
1496	BlackAdderEdits	Let's be honest we were all here from dank memer
1497	meli	Mbpaay's favorite song
1498	Imnotreal	POV: u came from dank memer
1499	susiejt	All your re-mastered hits are superb to see. Brilliant. Go ABBA. Thank you for the music and the smiling xoxoxoxo
1500	Arthur Morgan balls	Imagine being here for a phone on discord
1501	Kimberly Pascua	So sad. 😔😔😟😞
1502	Георг Гор	Подписка .
1503	davidxedits	POV you try to buy something in discord but ur broke so u try to buy it by clicking the coins because u dont know how to buy so u did anyway
1504	Mr Rat Shorts	Dank memes took me here lol
1505	RallyHQ	No one literally no one The bank:
1506	SinoDeMaster	no-one would be here right now if it wasnt for Dank Memer.
1507	Arzu Taş	Avrupa Yakası orijinalinden daha iyi klip cekmis sjsjsjjsjsjs
1508	Imani Neal	The Henry viii song sounds just like this but different words
1509	kwstaskotzas	I am here because of dank memer
1510	AbdullahIsPro	I’m here from dank memer lol
1511	r1cKnAsTy	I found this from dank memer
1512	puppy🐶💤	I CAME FROM DANK MEMER
1513	ahmed harkash	2022 😎 👍🏻👍🏻
1514	AintNotCheeser	POV: you ended up here from a discord server
1515	Gabriel Archer	I AM FINANCIALLY SUPPORTED . GET RID OF MONEY ALL TOGETHER AND START TO LOVE ONE ANOTHER xxx
1516	Cral's Aviation	did anyone come here from dank memer?
1517	bug-alug gamer	dank memer bruh
1518	Flávio Silva	Sweden has been talking about Suggar Daddy/Mommy and Suggar Baby since the 1970s. Normalize this...
1519	- Josephine -	Am I the only one who got here by Dark Memer.. 😭
1520	Yaku	Who came here from dank memer?
1521	karen staniforth	BUY MY MONOPOLY CURRENCY TO BUY MY ENERGY TO PLAY
1522	L and everyone	Why dank memer?
1523	Abdul Mughani	Pov: You are here because Dank memer sent you here.
1524	Unravel Zero	Dank memer
1525	Gam House	Anyone come here from dank memer
1526	FERDINAND LOBRIN	Anyone here from dank memer?
1527	敬三 長場	こんな女がいたのを知ってるよ・・・
1528	Bunny♡	I came here from dank memer T t
1529	🌱Slothie🦥	Why did dank memer send me here
1530	ahmed ghenim	+30 trillions émaratis!!
1531	Joshiee	anyone else here bc of dank memer?
1532	Your mom	I came here from a discord bot…. I was buying a shovel….
1533	$L1PKN0T F@N	Dank memer did a well job tricking us XD
1534	Matt Andrew D. Sedurante	dank memer brings me here so...
1535	Jordan Adams	POV you clicked the link dank memer gave you
1536	Addisglwc	People who came from dank memer ⬇️
1537	KidSupreme	i came here from dank memer?
1538	HanaAoyama	Dank memer send me here... wow
1539	Nakazawa	これか……
1540	Just A Luna	Dank memer sent me
1541	Spike plays	POV ur here from dank memer
1542	Seth Maggs	Who else was sent here from Dank Memer?
1543	yoser Trejos	Soy de esos
1544	par ers	Ahh...Dank Memer...
1545	Kaboom-9341	Any1 else here from dank memer?
1546	Alokit Nigam	I came from discord dank memer
1547	Rajat Jha	Dank Memer got me here
1548	Ramona Norma Diaz	Pensar que siempre está canción me parecía un canción rebelde. Y tenía razón para ser felíz también se necesita Dinero. MONEY. Gracias. ABBA Son geniales. Bendiciones.
1549	Galib Halmuhamedov	Был тогда 7классником,но никогда не мог эту песню забыть,все в голове крутилась😊👍❤️
1550	CaliTGOfficial	Discord dank meme took me here
1551	Алексей Кёнигсбергский	in Russia, this clip was often played on TV. I was still a child in the early 90s and I was sure that this is a Russian group that just sings in a foreign language. Everything American was fashionable back then. and all because of the appearance of Agnetha. an absolutely Russian face. our own. I am amazed by this even now. there is something native in it
1552	Amelia S	POV: YPUR HERE CUZ OF DISCORD
1553	ahmed ghenim	flouss la3rab!!
1554	Ljiljana Nikolic	Prelepa pesma❤
1555	Logic	Who else came here from a discord bot
1556	Artem Nahimov	Эта песня бессмертна!
1557	GayAndDumb	Why did discord make me see this
1558	Aris Simion	ABBA is still awesome. I love ABBA. Respect. 🥰🥰🥰
1559	El Vecinal TV Canal Comunitario	Esta muy linda cancion yo escucho abba muy a menudo
1560	Sildsilly	anyone here from dank memer?
1561	stupiduck 20	This song definately has the best music video!
1562	DeadGuy GD	Who is from dank memer?
1563	Martin	I loved that song when I was a little boy (around 8yo). I did not even know what is it about, but I liked it a lot. I was playing it again and again on my cassette tape and my older brother hated me for it :-)) Currently my English is much better and I finally see that the translation is much different to what I was thinking when I was very young, but I still love it ! :-)
1564	David G.	A very happy 71st Birthday Agneta Åse Fältskog 5 April 1950, Jönköping, Sweden. She wrote her first song at age 6 and went on to being part of an legendary international musical group. Cheers Agneta !!
1565	BluegamingYT	pov ur trying to find a dank memer comment
1566	Enter Name Here...	This isn't a anti Robery kit
1567	peta dobrovolna	ABBA IS LEGEND ❤️❤️❤️❤️
1568	Maleea Casey	Since I was a young kid, I've always had a vision of the Evil Queen from Snow White flipping her long cape and singing this at a piano. It's always given me that vibe!
1569	永島圭	マネマネマネー♪
1570	Вера Крапилина	Плакать хочется...молодость.....самые хорошие песни были
1571	Francis Kintu	Ann Frid in one of her best moments! !
1572	JUST RELAX	❤️🍀❤️22 MAY 2022❤️🍀❤️
1573	Grace Tukuru	So beautiful. This is pure music.
1574	Patria CRO 30L	Dank Memer sent me here...
1575	ahmed ghenim	sauoudiyya 9atar boultik!! ;)
1576	Mița Asavei-Pîslaru	Felicitări!👏👍🌹❤
1577	chelseacharger	"As far as I recall, ABBA made this song as a swipe at their critics who seemed obsessed with the money the group was making at the time. ""More profitable than Volvo"" and stuff like that. And although their record label got involved in all sorts of business deals to supplement their income, it's understandable. Sweden had an eye watering 85% tax rate for big earners. During the years the group was active, none of the four members moved abroad to a tax haven and they lived remarkably modestly compared to the excesses of many of the rock / pop stars of the 70's."
1578	MAYANK	haha 😂anyone from dank memer?
1579	Елена Гребеник	Текст прям руководство к действию. Обожаю их...
1580	nana.exe3	Pov you were from Dank memer
1581	Potsyk Style	Какая философская энергетика..
1582	ק. קריאבזקיך	Любить АББА - признак хорошего тона.
1583	divine	pov: ur here from discord
1584	Keziah kristah Soriano T_T	Dank memer send me herr
1585	Aromal Krishna	Great song💞
1586	Борис Азгур	Ну АББА ..вообще ансамбль всех времен и народов !!
1587	Engelskatze	I love Fridas voice so much! I could listen to her all day
1588	Марат Ахтямов	самая популярная песня группы АББА в 1980-м у нас в СССР
1589	karen staniforth	MONOPOLY 101
1590	Sayer Salih	Legends
1591	Luke Dierdorf	I was 17 when this song was released.... legendary
1592	Ziyaz !	i'm the only one who's from di? because of dank memer
1593	ToastyFresh	This is ironic considering how much money they made from this
1594	Whyubuiltlikethat	Who else got here from pls shop
1595	Kai Garvin	I came from discord .
1596	Fernanda	0:37
1597	Mewtendo	i cliked on the dank memer link came here
1598	Владимир Воронов	Моя любимая вещь с момента появления
1599	ZzoRx	The discord thing just sent me this
1600	mh	Благодаря за удоволствието 🥰🌺🎉
1601	Aizek Newton	The lyrics are so true until this day
1602	g1rhines	This is one of those ABBA songs that can be covered by a punk or metal band and people wouldn't realize it was ABBA.
1603	yadi yamana	Who watch this at 2022 , means this song still popular and legend lol 😂
1604	All Good	TIMELESS... thank you 👍🇳🇿
1605	Ms Angel	2022 and it's my favorite song of all. Love it ❤❤❤
1606	Annalisa Caroprese	💪💪 continuate così ❤️
1607	yeet.	Love this Song 😃💸
1608	s g	0:36 love this part
1609	Л М	это шедевр!!!!!!!!!!!!!!!!!!!!!!!!
1610	Diana Crow	Shallow, rich man's world? Praises, ABBA!
1611	Sublime_Edits	*me who got dropped off here by dank memer but actully liking the song now*
1612	Ibn Yahud	love the bass on this song
1613	Galib Halmuhamedov	Деньги,деньги,деньги😊👍
1614	Marlino Cruiz	money! money! and more money! 😍
1615	Stephen O'Neill	I love love love the little solute to their Japanese fans in this video.
1616	Kfmkmcdk	I LOVE THAT
1617	Дмитрий	Запрет на показ видео навряд ли остановит войну! Те кто за музыку совсем не любят!
1618	Valentin Maininger	👌👌💯💯💯👌👌
1619	Columba Booth	Whenever I listen to this, I can't help thinking Abba could have used a Dave Ramsey course. But he wasn't around yet. That's so sad.
1620	Семён Семёнович	ABBA it's MAGIC end HARMONY !!!!!!!
1621	itachi uchia	This is a rlly cool music ngl
1622	Любовь Черемухина	Das ist fantastic!
1623	виктор зотов	Великолепная, красиво исполненная песенка . А ведь было время, когда в СССР она была запрещена . Это тем, кто хочет вернуться в СССР к коммунистам . 😉😂
1624	Vaserdie	2022 Still Here!
1625	Hassan Abou Seada	ABBA 2022 ❤
1626	Donkey	so good
1627	凡人の小口	探していたあの曲
1628	Clark Kent	മഹാത്മായിലെ സീൻ കണ്ട് കോരിത്തരിച്ചിരുന്ന കാലത്ത് പാട്ട് ഇതാണന്ന് അറിയില്ലായിരുന്നു
1629	HIKA T	once i had to do a story in the theatre in the school and i did not know this song but because i know now i was soo happpy
1630	Arch Eye	Banger!
1631	Branka Petrovska	SUPER. SUPER. STE. SEKOGAS. MILMNOGU. POZDRAVI
1632	The Venus Ape	The illusion of money continues 💸💥
1633	MK21	This song sounds so villainous
1634	Amy Toby	Beautiful beautiful Frida
1635	四十澤健人	黄金伝説の1ヶ月1万円生活で必ず流れていたね
1636	vanille	👍👍👍👍🏖🏝⛱😘
1637	LEanimator	I don’t know why, but I love that they used American dollars
1638	ali ALshatri	i remember when is was at the uk the the teacher put it for us but with lyrics
1639	Hypernate	Oh good!!!
1640	Le panda Du game	Money money money...
1641	Mark Chappell	Your under my Queen now. Her allowance is good.
1642	OMENAPUURO2113	THIS CAME IN 1976
1643	Jay Mollett🔙	MONEY MONEY MONEY MONEY
1644	Jex Hesz	who marathon abba this song now????
1645	Саша Борисов	Гимн от АВВА !!!!!!!!!!!!!!!!!!
1646	🇷🇺Кавказский Стример PS4	0:47 мани мани денежки в кармане😄
1647	itsLeland	When your mom gives you a dollar
1648	charbel hayek	Why do i rember it as rich mans Land?
1649	ｋｅｙｌａａｆｋ	me: *wants to buy a shovel in disc* dank memer: yes, here you go, actually, no.
1650	⟨ッ.glue.ッ⟩	Hello, I'm French so if my English sucks sorry but I just want to tell you that we studied this song in English class 😂👌
1651	FireAbend_1	probably the prettiest two noses on pop Olympus.
1652	Nancy Contreras	100% true...
1653	Mark Chappell	I'm trying to help you to learn. That is money.
1654	Whoknowswhoiam	one word dank memer
1655	daisypaul	I loved this tune 1974/5 pocketing change from dad MHDSRIEP Aaron Shadreck Robert Mpinganjira oooaka Dzasukwa🤛🏽🤛🏽🤛🏽
1656	Гео	Агнетта , выходи за меня замуж!!!
1657	octopus Sausage sausage's	When my mom let me have one doller
1658	Jeffdfee	Bruh I was sent here by a discord server bot because I tried to buy something with no money
1659	tfesy	i want my grindpack
1660	NetherManiac 499	I came here cus of dank memer lol🤣
1661	Gülay Inanmisik	Arrival 1976
1662	Samuel Rodrigues	i wouldnt have came here if it wasn't for dank memer
1663	Tamimplayz	bro I just wanted my Lucky Horseshoe what's this 💀
1664	Chris Willis	They make more every year than Volvo.
1665	Lucas Winquist	Who’s still listening it’s may 14 2022
1666	lastar canon	節約生活のテーマ
1667	Rhys jarrett	Money Money Money
1668	Pussystandsforcat123	I just tried to buy a fishing rod now I’m here…
1669	a random memer	POV: your here because of dank memer
1670	Stoleeez	POV: you tried to buy a phone from dank memer
1671	SergejGajičYT Official	0:15 why is the shadow shaped like a cartoon octopus
1672	Adm1n	I just came her pressing on a dank memer thing
1673	Spy	i just want to buy my shovel for 25k 😭
1674	Finger_Board_Stories	POV:you clicked on something you couldn't afford in a discord server
1675	DyingLight	i came here from clicking the banknote in dank memer shop
1676	Roberto Torino	This is sh!t but catchy, money money money funny as FUQ
1677	Bluu420	I'm here coz of dank memer...
1678	Katya Biblioteka	Не знала, что в клипе снимался Поперечный
1679	cereal killer	POV: Your here from Discord
1680	_sneex_	POV: your trying to buy something on discord
1681	Papyrus	oh.. haha.. very funny, dank memer.
1682	kotaro kun	Who else is here because of dank memer
1683	Wylde Dolmers	Holy catholic church
1684	Shourya Sengar	Who else came here from Dank Memer
1685	Beluga Family	dank memer.. wow
1686	Sourceofknowledge	More like ”fool around and have two balls”
1687	InsertPizza	Dank Memer
1688	HeyOhNah	I came from dank memer
1689	mi_ki_wi	Anyone here come from dank memer?
1690	Dirty Harry	ig they now do have a little money huh
1691	Gravity? who's she?	The fact that i was here by dank memer
1692	Can Elçin	Elon Musk liked this perfect song :)
1693	IdontEvenKnowAnymoreImaJustTryMakeAloooooongName😎	Bro just got sent by dank memer 💀💀
1694	ITS-THETIGERSLASH	Pov : dank memer sent you when buying something
1695	Just a duck person-	I got sent here because of dank memer :/
1696	I' M 🔥	🤑🤑🤑🤑
1697	Jacob Tinkle	Im here from dank member, clicked the price of an item in shop
1698	☆ᏁᏘIᎦHᏘ'Ꭶ LITTLᏋ KIᏁᎶᎠᎧM☆	POV:U CAME HERE FROM DANK MEMER
1699	Shervan	I'm from dank memer
1700	Mark Chappell	Your armies are dismissed as defeated. Second army takes over, please.
1701	LilWullf	WTF THIS IS A DANK MEMER LINK.
1702	TheAceOfSpades	Who else is here from dank memer??!!
1703	sᴀʙʀɪɴᴀ	Anyone in 2022🙋🏻‍♀️
1704	GDNoob 	anyone here bc of dank memer?
1705	Lia-!	Pov:dank memer
1706	3m11yy	dank memer sent me here 😂
1707	ell	am i the only one who came from dank memer
1708	tina	I pressed on dank memer
1709	Fishismybestfriends	did anyone else come from dank memer or just me? ☹️
1710	opera roblox	Dank memer got me here
1711	Petrichor Weather	Can we talk about the political and economic state of the world
1712	Ravenee	who found this on dank memer shop clicking the prices
1713	村田けいじ	黄金伝説やん
1714	FBI	Prove you came here from dank meme link
1715	LateGameᴸᴳ★	let's agree that we ended up here by Dank Memer
1716	Naz Özcan	Ben Avrupa Yakasından geldim arkadaşlar
1717	Ben	WHY DANK MEMER WHYYY
1718	kurtboywestan	pov: you want to buy hunting rifle
1719	LX FF	Lol damn memer
1720	SpecialEdForces	why tf did discord send me here?
1721	RealHunterVR	Dank memerrrrr!!!
1722	Вероника Сан	А принц гарри мой шкет муж будем королем не стиняйся только здоровый может королем быть ты мой сильный викинг крут
1723	Natalia Rabkova	Это мои это все
1724	BIRB	Dank memer lead me here
1725	TheSRBgamer63	Focking money !!! ....and focking time.
1726	BaconXD	I have Come here by dank memer
1727	SA Т	💸💰 🐒
1728	Zahraa Akbari	Last time I checked I was in discord paying for a shovel
1729	Yelena Dy	Anybody else came here from memer bot
1730	Mark Chappell	My advice is good. You'll find your only gambling now, so use it to your advantage. The masculine will lose.
1731	Mark Chappell	My advice is good. You'll find your only gambling now, so use it to your advantage. The masculine will lose.
1732	The Men	Clicked a link from dank memer lol
1733	V4MPLOR3E	Who else came from dank member?
1734	Anwesha Nayak	POV: Your here from Discord
1735	The Bouncy Beagles	Dank memer from discord brought me here
1736	Anu Bhushan	anyone else here because Dank Memer sent them here
1737	•Lil problem90•	Dank memer sent me here
1738	Whale22	"""Money, money, money ~ must be funny~ in a rich man's world~"" Rich men listening to this for fun: ~ahha I do that~"
1739	Денис Козлов	I work all night, I work all day, to pay the bills I have to pay Ain't it sad And still there never seems to be a single penny left for me That's too bad In my dreams I have a plan If I got me a wealthy man I wouldn't have to work at all, I'd fool around and have a ball... Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha-ahaaa All the things I could do If I had a little money It's a rich man's world It's a rich man's world A man like that is hard to find but I can't get him off my mind Ain't it sad And if he happens to be free I bet he wouldn't fancy me That's too bad So I must leave, I'll have to go To Las Vegas or Monaco And win a fortune in a game, my life will never be the same... Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha-ahaaa All the things I could do If I had a little money It's a rich man's world It's a rich man's world Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha-ahaaa All the things I could do If I had a little money It's a rich man's world It's a rich man's world. Оригинал: https://en.lyrsense.com/abba/money_money_money_abba Copyright: https://lyrsense.com ©
1740	PG JAAT -BS	#dank memer
1741	georgia ioannou	Απίστευτο τραγούδι! Διαχρονικο!
1742	Utkarsh Kulkarni ☭	Heard at 🇲🇹 National Lottery ad. Just search 'L-aħbarijiet Fil-Qosor' 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 🇮🇳
1743	Аллал Алала	Золотые хиты.спасибо вам
1744	ITZ_Redux	Anyone here from dank memer?
1745	Robert Cosimini	slow to .75 speed
1746	Enjoy Learning By Gita Vij-Solanki	perfect
1747	Roko	Pov: u Been Sent by dank memer🤡
1748	4v0ix_	"pov : ur here from discord bot ""dank memer"""
1749	Brachioplayz	Dank memer brought me here
1750	cactus	this whole song is my mood everyday
1751	Blue skiez	i came here from danker meme
1752	Fieda	It's the coolest Abba's song :) (for me of course)
1753	Mermaid,fairy and unicorn Lover	I love ABBA
1754	Dino Soprano	They are true legends, never come again ...
1755	Palak t	Discord has sent me here for coins😭
1756	Duc Le Huynh	I work all night, I work all day to pay the bills I have to pay Ain't it sad? And still there never seems to be a single penny left for me That's too bad In my dreams I have a plan If I got me a wealthy man I wouldn't have to work at all, I'd fool around and have a ball Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world A man like that is hard to find but I can't get him off my mind Ain't it sad? And if he happens to be free I bet he wouldn't fancy me That's too bad So I must leave, I'll have to go To Las Vegas or Monaco And win a fortune in a game, my life will never be the same Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world
1757	Glen Dodds	I love Frida's voice and her beauty. (No disrespect intended to Agnetha. I love her too).
1758	VIVIAN REDDY	Dank Memer sent me here ;-;
1759	neko neko	who’s here after HSBC protest
1760	Dasbinich	J'adore Abba c le meilleur groupe au monde
1761	Sameer Khan	ANYBODY HERE FROM DANK 🐸 MEMER????
1762	kai	Dank memer bring me here.
1763	Cher Bear	How am I only now discovering this gem? I was looking for a snapchat song and found this, so happy I did. ❤
1764	Dhammika Don Pradeep	I am 45 years old and I love ABBA , thank you .
1765	たけのこ派	今17歳で生まれる前の曲だけれど、親の影響で車の音楽からABBAの曲をたくさん知っていて、また映画のマンマミーアの影響もあり、本当にABBAの曲は最高です！！ 特にこのmoney money moneyは、当時幼稚園児だった私が特に好きだった曲でした笑🤣😂
1766	Вероника Сан	А больные власть короля не могут вз; зять как нам всем известно европа наполовино королевство а на половино пр изиденты я до этого писала учила историй
1767	Informativo Mega	El mundo se consume en dinero dinero dinero.
1768	len	Abba is magic music
1769	Mia Estrada	Pov you came here from discord/:
1770	Tendai	editor: how much zoom do you want on that ABBA: yes
1771	UneVroN	То чувство когда ты играл в классе на инструментах эту песню
1772	Олег Колесников	Эту песню первый раз увидел на советском ТВ в новогодней программе, как давно это было....
1773	soontwine YT	POV your here from discord
1774	Suzanne Jane	Fantastic!!!! Frida was always my favourite xx ( I loved the rest of ABBA, too)
1775	David Jivan	me when citeh sign haaland
1776	MagicSphere	Mr crabs : 0:47
1777	Wai Music	This song has a classical opera style, so unique and beauitful!
1778	Nastasia Vargalui	I love uniconditionally ABBA ! You are my favorite singers in the world ❤❤❤❤❤❤❤❤❤❤❤❤❤
1779	MacPiter	pozdro kto od hallacka xd
1780	PogDogg 	whos here from discord
1781	Gage Chandler-moss	Bunny bunny bunny
1782	rebzzgacha	HELP I TRIED BUYING A SHOVEL ON A DISCORD SERVER WTF IS THIZ
1783	Elevator Gaming	Top 6 singles: 1. “Waterloo”- 30 million copies 2. “Mamma Mia”- 25 million copies 3. “Super Trouper”- 10 million copies 4. “When I Kissed The Teacher”- 5 million copies 5. “Money Money Money”- 3 million copies 6. “Thank You For The Music”- 3 million copies
1784	Arami 45	Abba is perfect music in the 80
1785	11matt11	The funny thing is that Frida become one of the 100 richest women in the world, and is actually richer than Benny and Bjorn. But did it with a smile and a warm heart instead of cunning and planning. What an incredible life from one of the most remarkable stories in the world.
1786	Wil End	Temazo de ABBA de la época de mi juventud. Saludos desde Ambato, Ecuador 🇪🇨
1787	aatos	Damn. The music videos back in the days... just something so amazing.
1788	걍	뭐야
1789	nobody	When danker memer made u watch this, btw I wanted buy fake id :/
1790	lukaab lukaab	never forgivable ABBA, greetings from Slovenia
1791	beees6a	shredded cheese
1792	Axen1 :3	Some song never dies
1793	Arman Soleimani	Damn never gets old
1794	Ирина Стеценко	Музыка моей молодости
1795	Sigma	Ronaldo after he signs with Al Nassr
1796	Soldier from TF2	i came here from Dansk Memer
1797	Karabila Younes	"Dedicated to our Dear "" Donny "" the president Trump !! Money 💰 my Sonny"
1798	Stella Pummeluff	Ich liebe das Lied 😁😊
1799	ahmed ghenim	+800 trillions (100 états!!)
1800	YanLy el Trece	Excelente, me encantó 💜
1801	CarlTheCrackHead	Loving this. Year 5 play music be like too
1802	Harry J Nagle	I Just Love this Song
1803	Mark Tomlin	This song is 🔥🔥
1804	Robinzon-Kruzo	👍👍👍👏👏👏
1805	CAR GUYS STATUS	its song of my time
1806	Daniel Bellido	It has some opera style. Awesome music.
1807	Zjtec	i wish i lived a life like this song
1808	박명규	너무너무 멋지네요.
1809	Алексей Прокопенко	1:29 The most sweet BD & Snare drum samples ever.
1810	Станислав Берлускони	Супер вообще!!! ))))))))
1811	Anaïs	Frida so gorgeous I wish I had a voice like hers
1812	Somebody💠🧌	I'm 15 soon, and I love 80's songs:D I'm 15:D
1813	Almaz Sixeliyeva	👍👍👍👍👍
1814	Don Scott	more true today than when ABBA sang it
1815	WaterCrane	Well, Anni-Frid's plan (the main singer) came to fruition in 1992, becoming an actual princess to boot!
1816	Jane Green	It’s so good just now 👍🏻
1817	someone :/	1:25 damn definitely the best part
1818	DAVE NGUYỄN	2022 and you still listen to this because you are broke and you need “money money money!!” Always sunny in the rich man world :33
1819	Harry J Nagle	You Rock it you Got what it takes in 2 Big Time
1820	BUILD D-SIGN SRL	Abba is basecly MONEYYYYY!!!! 💸💸💸
1821	꧁LilacLily꧂	Me when I lie to my parents that I spent all the money to the book fair
1822	Princeton aka doggy	I was 2 when this came out
1823	Jeff Finkbonner	If Frida’s hat and outfit were red, she’d make a convincing Carmen Sandiego. She’s in Las Vegas or Monaco, I see..
1824	Eggo	When you're getting paid tomorrow but you took one sick day
1825	T A	いきなり！黄金伝説で、この曲を知った
1826	Samuel	The official theme song for the FIFA World Cup 2022 in Qatar
1827	ラジオ団長	伝説の過酷番組、「いきなり！黄金伝説。」の１ヶ月１万円生活のテーマソング！！ それでこの曲知った方は・・・
1828	Leocimar Sousa	RIO GRANDE DO NORTE, 02.04.2022🌷🙏❤
1829	Christy Elizabeth	This song is beyond rad
1830	Roufeida	I found this song in my english book :)
1831	Josh Contreras	Could someone please let me know something about this piano brand at the beginning? Never heard of it.
1832	Patrick Bush	Born in 1974 and love it, bitches
1833	Văn Đang khiếm thị	Chào bạn video của bạn hay quá Chúc bạn nhiều sức khỏe thành công
1834	yuu	I just wanted to buy a padlock.
1835	robloxgamerlegend	This song gave me the strength to throw myself out tenstory window
1836	Mau Vasconcellos	That blonde has got to be one of the most beautiful women that ever graced this Earth. I'm stunned.
1837	captnjanny	who's listening in early 2022 looking forward to celebration concerts coming soon ? ps: for #forevergold25 compilation from 2021,check out my works/playlists!
1838	Daniela	TE AMAMOS BOKERON
1839	виталик зимаков	БРАВО
1840	Melissa Zestlove	I need more money money money
1841	Chelsie	What a girlboss song
1842	Aniya Hardridge	I was buying stuff on disc and it brought me to this vid
