	author	comment
805	After Shawekz	I wish he were here with The WAY to be all by MYSELF with the Queen of Babylon to be LIT UP~AS TO BE SHOWN TO BE THE LIGHT OF HIS OWN HEART AND THE MESSAGE OF THE MYSTERY THAT IS FROM THE HEART OF THE TRUE ANGEL OF HUMANITY THAT'S ALWAYS BEEN TO...UNIFY OR DIE AND NOT ALLOWING THE CHAIN TO BE BROKEN TO BE MISREPRESENTED BY THE ONES DISTRIBUTING THE SEXUAL DEVIATIONS AND SNUFFING OUT OF HUMANITY TO BE THE REASON WHY HE'S TAKEN LUCIFER BACK INTO HEAVEN TO UNLEASH THE FIRE AND BRIMSTONE ON THE ONES WHOM HE'LL BE VOMITING ON TO BE SURE HIS BILE WILL BE THE AGONY THAT'LL BRING ALL KNEES TO BOW AND ALL MOUTHS TO CONFESS WITHOUT THE SUNLIGHT TO BE THE ICE COLD FRIO ELECTRICAL CATASTROPHIC ALCHEMY TO RIDE THE LIGHTNING TO THE PIT OF PURGATORY TO ALLOW THE SELF ABSORBED TO BE IN COMPLETE AND TOTAL SILENCE AND FEEL THE SAME AGONY OF HELPLESSNESS THAT I HAVE BEEN ENDURING INCESSANTLY AND UNIMAGINED TO HAVE THE IMMATURITY OF STALKER BULLYING AND FACE SWITCHING APPLICATIONS TO BE IN BRUTAL EXCRUCIATING PAIN AND SUFFERING WITHOUT ONE WORD ABOUT MY STOLEN CHILDREN'S SAFETY OR CONDITION WITH MYSELF INJECTED WITH PARASITES FLIES AND WORMS ETC. AND TREATED LIKE A PIECE OF GARBAGE TO BE SO DEPRESSED
806	James Ermis	1:45. Yeah Mr. Cash ii agree with you:) ' you stay the HELL away from me you Giant cockroach !
807	drevakelemen52n	Now We see a true love !!! Sorry 😔😔😔... Love from Australia ❤️❤️❤️ DrEva
808	MazzyStar Smith	My sweetest friend is Bübchen 28.10.22 die ` `HURT
809	Mafia Performance	Reznor said in 2005 it wasn’t his song anymore. That’s powerful.
810	underlipetx	It’s a great sign when the most viewed graph behind the play bar is just a plateau. The entire experience is worth it, beginning to end.
811	firekind1980	fuck me. Theres a lesson to us all. fuck this song.
812	Albert Guerra	For some reason this reminds me of if you have ghosts by ghost
813	Doug	Band-Aid on it. You'll heal, it takes time. Don't worry be Happy,I am 🦉😜lol Merry Christmas and Happy New year
814	Клятий Махновець	до слёз
815	Mary Norton	This hit different
816	Suzanne	This video makes me ugly cry. Its a masterpiece. Love you, Johnny!
817	Bobby Thompson	Wearing myself out in the 90’s made me aware of this lifestyle as being closer to death if I stayed.
818	Bobby Thompson	Two days away from 2023!
819	Peter -	''I can not repair'' Have been feeling like that for the past few months, things are just getting worse over time.
820	Алексей Кишлянов	Респект тебе и уважуха, Дед.
821	jago juice	this is the most emotional music video in history..
822	EłTãçø	Rip legend music still sings through generations
823	Steven Hines	very wistful today
824	Requiem	:(
825	Kris One	Finally,THE MAN COMES AROUND. THEIRS NO GRAVE THAT CAN HOLD MY BODY DOWN!!! 🎹✝️💔✝️
826	Tyson Thomas	Trent Reznor made a beautifully haunting song. Johnny Cash took it and ripped everyone's heart out! The pain in his voice says it all! Dang, even when Reznor sang it.... PAIN! Both are legends!
827	rhys aston	I'm only 23 years old and have made quite a few mistakes that I sorly regret and brings me to tears whenever I think about them too much. This man was much older than I am and has definitely made a lot more life changing decions that I have even when he was my age. This is a man who has regretted many of them. I see this song as a confession of these decisions and as advice from a wise old man to be careful of your decisions and that living life to the fullest doesn't always mean having the finer things in life. Thank you for your wisdom Mr Cash.
828	Bayne Bogdanov	Reznor can’t be mad!! Shit!! Johnny Cash
829	GG	One of, if not The Greatest Cover of All Time!
830	Candice Perry	I can't describe the feeling this song gives me but very emotional
831	Faizan Riasat	In the end, you are all alone with your empire of dirt
832	Reticulosis	I remember I was about to leave for school one morning when this song came out. I was a freshman in high school at the time.
833	David Rivera	I'm Hurt because I lost Johnny RIP Key
834	Pelaw Keith	Mesmerising such a beautiful song sung perfectly
835	Kinoga Michael	I hurt myself today To see if I still feel I focus on the pain The only thing that's real The needle tears a hole The old familiar sting Try to kill it all away But I remember everything What have I become? My sweetest friend Everyone I know goes away In the end And you could have it all My empire of dirt I will let you down I will make you hurt I wear this crown of thorns Upon my liar's chair Full of broken thoughts I cannot repair Beneath the stains of time The feelings disappear You are someone else I'm still right here What have I become? My sweetest friend Everyone I know goes away In the end And you could have it all My empire of dirt I will let you down I will make you hurt If I could start again A million miles away I would keep myself I would find a way
836	Ben Sturm	I wonder how this touches trent. Because it completely crushes me.
837	chuck canuck	The greatest cover in the history of music videos.
838	seraj mehrabkhani	shout out to Rick Rubin
839	Tea	Rest in Peace, Johnny
840	frailty	"as someone who went from being a hobbyist video editor to a hobbyist musician, this music video is a masterpiece by the way it utilizes both. its not just the song that makes it so powerful, its the video as well, the way it cuts to videos of Johnny earlier in life over certain lyrics. People overuse the word ""haunting"" in my opinion but I cannot think of a more fitting description. it sort of stays and lingers in your mind for a while."
841	Jim Rose	The vocals are great but something is wrong with the key in this version...it least that's the way it plays back for me Anyone else or am I losing it ?
842	Suzanne	Love you Johnny
843	Sephiroth Joutsen	As a hard core Nine Inch Nails fan, when this first came out, I didn't know what to think about it. Trent Reznor wrote it back in the mid 90's about his struggle with Heroin Addiction. I have grown to love this version and I understand why Trent signed over the rights of the song to Johnny Cash and his family.
844	Jim Grant	IMO this is one of the greatest, arguably the greatest, music videos ever recorded. This is a true masterwork by Mark Romanek and Rick Ruben. Stunning.
845	iTz Olie	What an incredible thing music is... for a cover of a song to convey a completely different meaning is just unbelievable. Thank whoever you need to that we have music because, I guarantee you, we wouldn’t be here without it.
846	Flow Euphoria	It hurts to relate to this as much today as it did 12 years ago
847	Jordan Garner	This song came on in the car on the night of my first date with my girlfriend who passed away by suicide recently. I still vividly remember her asking me the name of it and how she really liked it. So every time I listen to this song I think of her very deeply and my own hurt.
848	Mr. Middleton	2:25 This song changed a lot for me, I see it as more than a cover which I’m sure a lot of people see it the same way. It’s a matter of realisation and regret and coming to terms with what you’ve done and accomplished in life, I’m not old to where I can reminisce, but I’m old enough to know life is limited and will end eventually. I hope everyone who watches this music video and sees this comment has an amazing life as I may not meet you, but you all deserve amazing opportunities and outcomes. Be yourself and be happy
849	magnolia Nunn	Love him....💕
850	Sunshine Moon	Listen to Johnny Cash's sings before he had passed you can have my empire but you have dirt meaning he was I can relate leeches people just wanting everybody it's anyway I don't have to explain myself those who are older maybe we'll understand those
851	garyryan52	I was raised in the 50 and 60s and loved Cash. My son was a Nine Inch Nails fan and when this video came out I explained a what the images were of. He looked at me and said this is the greatest video ever made. I told him it just told a story and that's what most Cash songs did.
852	morgan catherwood	Not a dry eye in the house
853	Z's Axe Shed	"God this song makes me ""hurt"""
854	Brandon Hardaker	Amazing song
855	Renate R	Everybody I know goes away in the end ........... hurt ......... no one will ever describe it better...... hurt
856	Mega Millions Mike	This one's for my Pappaw 👑
857	Mary Beck	No words, wow
858	Everlade	I wish he was still here
859	Fohibnus	I cannot watch this video without crying and sobbing the whole time no matter how many times I come back here to see it.
860	Dwight Dow	CHILS
861	Dwight Dow	What a voice 💝💖💗💓🩷💕❣️💟💌❤️‍🩹❤🙏😇
862	NSC Wrestling Podcast	Anybody else cry? No? Just me?
863	Givi Nikoleishvili	🌎🔝⚡
864	no one	“everyone l i kmow goes away in the end “❤️‍🔥
865	ronald Rönnspieß	🙏🙏🙏 we love you.......... ever......👋
866	gazal36	Rip
867	Marie cecile Lassere	Adieu poor great songer ...you have one True story of countryman ...with respect and ļove forr you and family RIP 🙏🏻🙏🏻🙏🏻❤️❤️❤️😭😭😭
868	Jürgen Hörl	Geniales Video, genialer Song! Danke! ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
869	Julie Janko	❤❤❤❤❤
870	Joey Kinney	Everyone I know goes away in the end. 😢
871	Kyōko Kodoku	I hurt myself today To see if I still feel I focus on the pain The only thing that's real The needle tears a hole The old familiar sting Try to kill it all away But I remember everything What have I become? My sweetest friend Everyone I know goes away In the end And you could have it all My empire of dirt I will let you down I will make you hurt I wear this crown of thorns Upon my liar's chair Full of broken thoughts I cannot repair Beneath the stains of time The feelings disappear You are someone else I'm still right here What have I become? My sweetest friend Everyone I know goes away In the end And you could have it all My empire of dirt I will let you down I will make you hurt If I could start again A million miles away I would keep myself I would find a way
872	MrTwenty20video	Thank you Nine Inch Nails. You did Johnny a solid. You gave him a vessel. ❤
873	Ivan antonio Lopez rodriguez	Eddie guerrero tributo😪😪😪😪😪😔😔😔😔😔
874	DominicSH97	This song is my depression healer 😢
875	Tomas Danielsson	Tack
876	Jeca1789	When a man sings his song.
877	bill Goodwin	Sorry to here that , I broke my BK 2 time 9 BK surgery leagly died 8 times my Buddy's left me in the desert for 9 hours
878	chaztech	jonny was a artist for sure!
879	Borina Calzetta	Cash deep Song , Great artist, God bless you
880	Penmaenmawr Defiant	The greatest pop video ever
881	Mehdi Chorfi	A great song from a great man
882	soulmaniac	Johnny, we love you!
883	Mladen Knezevic	Jednostavno ne mogu zaustaviti suze i potrgao bih sve oko sebe.
884	Shane	..and so, it is Written, just as E= MC², this thing Noel Scum f'ears actually is part of what the Kreatori Destoy R is, ALL of THAT is The Foundations of the Knowledge of Good and Evil. This I know so well as I have experienced the presence of The lord for the last years ago way to this point I'm attempting to make, as Johnny Cash waits, and he shall start playing his song, WRITTEN for The Creator of ALL THINGS. I am being used as a governor, of sorts, perhaps a point of origin, a .P'eon, a .beacon, a ¡'eacon,, a qeacon, something embedded into a two dimensional substrate that receives and sends information. It can also be usedas an adjustment monitor and this is exactly what is taking place while I am listening to music on my smartphone.. my emotions are being monitored and by carefully analyzing my state of being to that state of being of the smartphone, in exact t times and in this Space my state of being is dialed in with exact precision. The state of being of one human, IS USED, as a Transmission T'owe R. u u u urin. I am P. I AM T. I AM R. I M. It IS ALL DONE. I AM Chosen. B'lessed. IsohioioIowa. Hello Sue. My name is Andrea. How du u du🕺
885	Frederick Coppenhagen	this song has gotten me through so much in my life. Just a reminder that even when you feel empty and alone, you go through hell just to make others feel love when you don't.
886	Mike Ruzza	The first few notes give me tears. This song belongs to Johnny Cash now. Nine Inch Nails knows Johnny took it from them. Johnny was, and is the greatest sort of troubadore made in the U.S.A. Let's rename Tennesee johnny cash!!
887	Paul Beaney	It scares me to get old. Not death, that's just time and time is both a friend and an enemy. What scares me is having the wisdom to look back on my life and judge myself. It scares me to have the foresight to close the piano and rest.
888	Braden Harris	So interesting singing this song meant something SO different to Trent and Johnny at their different ages. Amazing connection.
889	Rafão Gamer	Johny cach toca até no Brasil🇧🇷
890	Pill Cosby	😢 i get emotional listening to this everytime
891	Kwazi Rich	Wow, what a Powerful song.
892	Nikki	Love love love this ♡
893	Davide Bertoletti	The video really enhances the power of both the music and the lyrics. Very well conceived.
894	Carmen Bayliss	"The NIN original is, certainly, ultra-fab, but Cash's rendition moves me more because it's more stripped-down. Plus, he's always been ""a God"" in my musical world."
895	David Garris	🐾🐕🐶. Can't say anything
896	D B	Wow.😔
897	bobsuruncle	"If anyone has an empire of dirt to show for the years of ""prospecting"" for gold and riches and fame, of finding it... Johnny Cash is one of them... and he left us a legacy... not because of riches or fame, but because he was true to his giftings...and I suppose, true to the giver of those gifts... Not a perfect man... but he who is?"
898	Maghen Shaw	This is painful n beautiful
899	Kirsten Ornelas	Never loved a remake the way I love this. So much emotion and feeling there and his legacy is perfect with the lyrics.
900	CodenameJulia	I’m noticing a lot of very recent comments on this video (as of 12/26/2022). So many of you have suffered. So many of you are in pain. And I understand that, so deeply - I carry a lot of hurt and healing wounds too. Random internet people, I’m so glad you’re all still here. I’m so glad you’re all still breathing, trying, grieving, loving. We may all be strangers, but we’re still here. Whoever you are, whatever you’re going through, I love you, and I’m so glad you’re still here. Please don’t go away.
901	Simple man	God Bless You, My Friend !!!
902	Katarzyna Allen	When the man comes
903	mmigliaccio2011	som top - top man
904	wolverineiscool	The stains of time...that's my favourite line of the whole masterpiece of this song! This song hits hard, its so poetic and legendary
905	SeGun	2022 кто слушает?))
906	Jaydon 64	Rip Johnny Cash king of Country music
907	Adam Pro	Upon the liars chair pouring the wine all over the table. If you aren’t moved by this you are not human.
908	DarkStormHero	This is a man who has hurt , knows the pains of life. Respect
909	Thaq.9-4.5th-6	💔
910	Metallian81	So here I am coming to this video after seeing it in a recommended reaction video. This song gets me every damn time. But it hit me extra hard this time. I dont know why, but it just got me thinking of my dad who passed last year. Then I realized the loss never hit me for some unknown reason. Until now. WTF! 😔
911	Jay Vantol	"Thank you Johnny. See you soon my friend. When my ""empire"" expires. Johnny knew the way to paradise."
912	Whitevaliantwarrior	🎼 He made this song his...
913	ScottySixBites	Damn that’s good. Perfect song for him at that point in his legend. Perfect producer and director. Might be best cover of all time
914	Alexander Mylne	This makes me cry every time...
915	Bill Dance	If that does not bring tears to your eyes, call a doctor now!
916	Tenório Cavalcanti da Silva	So sad song. So simple, so deep.
917	Jack Havo	They threw me into the hole for 14 days innocent! the third day I discovered I can ask the guards for some radio to put up. The second song that played was Hurt, also the only song that I needed back then with my back against the cold wall.
918	halemcdan1	I love this song so much I bought a guitar too learn how to play it. At the age of 50. 3 years later I still love playing it..... and I now have 7 guitars and a real appreciation of music and musicians.
919	Muhammet Aydın	I came here with advice of chatGPT
920	Reinhard Schuster	Straightforward, faithful and honest to the end. My very greatest respect Johnny.
921	JoeyGemini63	The song is an apology to June for all the pain he caused her because of his drug addictions throughout their life together. He knows he doesn't have much time left to tell her he is sorry. Trent, you are an earth angel for giving Johnny this song. No one needed it or deserved it more that he did. It couldn't have gone to a more appropriate music man. No one else could have performed Hurt so powerfully and true. The age in his voice made him sound better than ever.
922	Morrisson	Джонни.,,.
923	Matics 89	I need cocaine please marian where are you
924	Sonya Stephens	I have lost almost every person I have ever loved. This is what I’m listening to. Fck Christmas 2022. I’m tired of the sandman taking everyone except me.
925	Alex Kastano	i am no lying ... i got so deep in to the video that at the end of it his hands on that piano cover turn in someone else hands and that piano cover become a top of the casket...
926	Melonex	This first funeral i attended, my grandfathers, there this song was playing. now i come back when i need his memories, im thankful i got this song to remember
927	361leaguehead	Wow
928	Lloyd Blake	Miss his music but I treasure his music
929	Pascale Schrank	RIP Johnny. Thx for this Song. This was the best one. Gz.
930	MANCO KING	siempre que quiero sentir emociones vengo a esta canción es absolutamente poderosa
931	Garri Sverepji	Покойся с миром,добрый человек.Я недавно открыл для себя твой талант.А ты уже как всадник на небесах.. ушол в облака.
932	GruesomeGreenWitch	Most incredible, beautiful, humane video. If people would understand how time will destroy everything they have and are, how broken and insne we all are, maybe we'd all treat each other better.🖤💔❤‍🩹🤍
933	BRAINWASHED	If you dislike this you haven't experienced enough life to understand.
934	ammar Ali	What have I become, My Swedish friend
935	Mark M	Beautiful song. A lifetime, and he knows, being himself was the best he could've ever done. The memory he wanted to leave us? Be true to yourself, love heartily and remember, it is the people that count most. Not the empire of dirt we so often strive for. Thanks Johnny.
936	InfoScholar	RIP the good man. We remember you, great soul.
937	YHWH OMEGA	I focus on the pain and give it to God te only thing it’s real
938	J1M1 J3nkins	Trent Reznor who? If this wasn't the perfect song for Johnny Cash at the perfect time, we would never have experienced it like this. Thank you to Trent Reznor for creating one of the best Johnny cash covers ever.
939	pointdexteryeah	My brother was only 31 and died on hospice 3 months ago. I miss him dearly.
940	C. Mustard	Dedicated to Raamon Thomas. Guy turned his back on me at my worst. Love you “ brother “
941	Tapan Patel	I'm not crying, you're crying.
942	Vincenzo Di Meo	Avete mai sentito tanto dolore in 3:48? Johnny cash❤️
943	Annie	Feliz Navidad a mí.
944	Harrison Collier	C'mon we can share pain
945	Harrison Collier	Been here already. Wake up
946	William C	A powerful reminder that all of us are alone.
947	Birte Schielke	No words…. ❤️🌈✨🙏 😔
948	Gahad M	12 years a heroin attic, 1 year clean today this shit makes me cry
949	michael cooper	This version is so much better then nine inch nails and I can't stand cover versions of songs
950	Byron Hilyard	I heard this song back when in 2003. I absolutely bawled my eyes out. I had not cried like that in years. I never make it through this song without crying. When he visited his home from years past. That really digs it in deeper.
951	Олександр Присяжний	legend
952	À pied à Tokyo	Everyone dies. Not everyone was Johnny Cash.
953	Vendetta	❤️🇬🇷 Respect! 🤠
954	Manuel Sánchez de Iñigo	Everyone I love, goes away, in The End... my version
955	КАК ПРОЙТИ	мой любимый музыкант
956	Nempty [ oficial ] - ( Dark Rock )	NIN
957	ItsMeGPZ	This is a man at the end of his life, every choice behind him, wracked with grief after the loss of his wife, that is so incredibly sad, this is the only song I've cried about. When you're in your 20s, you can turn things around. A man with so much talent had his success cut short, and this is his ballad to the past. The loud bits are heavier than any weight you could lift.
958	berend nap	I searchst old guy singing sad song for this
959	Игорь Гинчицкий	Хочется жить, слушая такие песни !!!
960	ANJIL BHUJEL	Yes what I became my sweetest friend...I can understand this song coz I also can't feel anything anymore .it's too hard to live in planet earth..
961	Scott#	the Greatest Cover of all time. that is all
962	EJC	If I could start again , a million miles away, I would keep myself, I will find a way 🙂
963	James Hall	Tears are rolling. RIP Johnny. fellow songwriter. You made us proud. RIP
964	archiveseeker	I was a big NIN fan. I know Trent Reznor agrees that Johnny Cash successfully hijacked this song.
965	Matryx	whats crazy is that most of Johnny's later songs are Covers. But they became his songs through the sheer emotion he conveys through the lyrics and music.
966	Victor Davidson	You’ve found a way My brother You were an angel in disguise a friend Something I hope to be to someone or anyone the world thanks you mr cash
967	C	Meaning is amazing. I understand. I feel the same way. Thank you JC
968	Vulgarr the Viking	"I remember when this came out 20 years ago. I listened to it and said ""He sounds like he's saying goodbye."" A few months later he was gone."
969	Scott	You do what you got to do and then you look back...
970	Floyd Blue	He told My life, as if he had walked in my shoes. I am moved and torn in two, by the truth 🥺
971	MarcusDidiusFalco	Whenever I feel.... lonely, betrayed, abandoned - I come here. And I know I'm not walking this cold, long mile alone.
972	Daryl	John Franklin cash and I am a young man this is from Willie usserys son
973	xela	Cette chanson transcende le temps et l'esprit
974	Stuttering Cris	Whay have I become my Swedish friend? What? 🥺🥺😔😔💔
975	Jennifer LeBlanc	I used to revere this man & cried to this particular song but as I got older I realized as painfully beautiful as it is it is a narcissistic anthem. He only suffers as his vessel/ body breaks down but he broke many hearts, souls & kin on his downward spiral to his ascendance. Don't get me wrong I love his music but had realizations of his pandering arrogance. He is only regretful now because of those he harmed (ardent fans, family, mama, the downtrodden, the church, IRS & his many children) are left to question ❓ I will still listen to the music but hear it with a different pair of ears. I mean take the song about him stealing car parts off the assembly line? Iffin he was a black guy he'd have died in jail. This is a modern Grimms Fairytale.
976	Peter Richmond	What an absolute masterpiece
977	Maria Kavanagh	Rest in peace Sir. Cash you absolute fucking legend
978	AxiomExotic	I remember first hearing this in the trailer for Prototype 2, and i instantly fell in love :D
979	Ricky Strauss	Well said....go with god!
980	Callum Clarke	Rest in peace brother in Christ Jesus lord and saviour. You are in peace in Christ finally
981	Luca Vagnarelli	Most poetic farewell ever
982	pHILtHEbLANKS	I cry every time <3
983	Emelec Campeon	Holy cow!!! 71 going on 101. RIP JC
984	Lee Sheldrake	Johnny Cash was a witch
985	Gärdi Sunshine	🥰
986	Hfk Hdksjg	2022😢
987	Robert Kareliusson	old passion.....mmmm.
988	p W	Bono said it best, Trent was born to write this song, Johnny lived to sing this song.
989	Marcelo luna	Un grande... el señor jhonny cash hermosa cancion
990	My Dog Is Bipolar	This really is the greatest cover ever.
991	Ole Riis-Vestergaard	Epic - Rest In Peace Johnny man what a journey you took us all on you Will be missed here on earth
992	Ezy Jamez	Listened to this song over many a number of occasions. And it reminds me of the mess-ups I have done that has lead me to this day. Listening to this reminds me how much I have done wrong to others and myself. 2 Legends sing this song, and both convey such meaning that hits deep down.
993	Jutta Muthig	Er war im Alter fast noch tiefgründiger
994	Wan Ontalay	"""Hurt"" is somehow connected to this song in my mind https://www.youtube.com/watch?v=X_DVS_303kQ&list=RDp4zluA60hjs&index=9"
995	Alyssa Martinez	This song will always make sense when nothing else doezz
996	Connie Markley	I love this song and Johnny cash he is and always will be a legend
997	A megalodon with internet access	Thank you johnny cash you saved my life with this song during 2008 i was going through a very dark time my wife had left me my son came out as a gay and my president lost to a black man im very glad you released this song i was really hurt seeing a dirty a negro in office and hearing this song really made me feel empowered and proud of my white heritage i was in arkansas and passed through your the town of your birth on my way to harrison the headquaters of the kkk to pay my respects i was blasting this song all the way there!!!! i am dissapointed that you dated a negro in the 1960s but thats okay we all made mistakes. Thank you again
998	megalo maniac	i never liked music like this till i heard this song im 33 and have the pain of most men before they die
999	MysteryMan	I'm a good enough looking dude,with decent enough social skills, people try to interact with me,but they don't know this song is literally me
1000	raymon kravagna	Maybe the saddest song ever. Tears my heart out to see him like this.
1001	Dave P	You can see the broken man...the stroke. Tell me you don't, and I'll call you blind.
1002	Dave P	I don't want to be old. I think Johnny taught me that.
1003	Lord Drakkon 7367	The cover that went so hard everyone forget it was a cover
1004	Mee Here	FJB AN IT'S CARTEL,
1005	gerkenator	I appreciate how he made this song his and shows at the end our flaw as people. We killed our creators flesh. Johnny Cash clearly got it.
1006	Red Skywalker	Everyone of us is broken & beyond repair..so much that God sent his only begotten son to die for our transgressions as John 3:16 declared
1007	Nash Brooklyn	that beating pulsing note hurts everyone who still has soul inside -
1008	Vemost	Trent Reznor wrote a masterpiece. Poets like Trent and Johnny are of another breed. They can somehow turn the spoken word, into something tangible. Transporting us through time. Spilling their souls out for all to see. We're scared at what we're about to witness, but we must learn. They're warning us . Life isn't easy, and time is fleeting. So follow your Bliss young people!! This aint no dress rehearsal!
