old_id	author	comment	origin	category
159	Glen Christenson	WELL WHAT'S CIVILIZATION COMING TOO? B LI ACK LIVES MATTER NO MORE CLASSIC MOVIES BLACK FACE LIL RASCALS ANYTHING TO DO WITH BLACKS! GETTING RID OF FLAGS PAST PRESIDENTS ETC WHAT'S NEXT? STREET SIGNS NO MRE WEARING BLACK CLOTHES BLACK SHOES HAVE WE ALL GONE MAD? DON'T YOU KNOW WE'VE ALL BEEN CREATED IN THE IMAGE OF GOS satan's stirring the POT! AND IS LAUGHING EVERY SECOND WE GO AGAINST ONE ANOTHER! WE'D BETTER FIX THIS OR WE'LL HAVE ANOTHER CIVIL WAR AND THIS TIME NO ONE WILL CARE WHAT RACE YOU'RE? WAKE UP PEOPLE BEFORE IT'S TOO LATE HISTORY DOES REPEAT ITSELF!	Tara's Theme
160	Michael Brock	Frankly my dear I don't give a damn if this is now labelled racist, it shouldn't be banned.	Tara's Theme
162	M. B. 👸🏻	He loved her so much ....way too much I think	Tara's Theme
163	Olivia Harlfinger	Hattie McDaniel won an Oscar for her performance in this beautiful movie, now she will be forgotten. How sad!	Tara's Theme
164	Olivia Harlfinger	The best movie of all time and now it’s being taken away from us. Frankly my dear people, I DO give a dam!	Tara's Theme
165	John Ossmann	For those of us who grew up in the 1960s and 70s, in the New York/New Jersey area, Channel 9, WOR-TV used this song just before the start of the Million Dollar Movie. Always a great memory of those times.	Tara's Theme
166	楊吉蒂	My most favorate movies all times	Tara's Theme
167	Eileen Pollock	This was beautifully done, and the music was for once, appropriate. Every key scene brought back memories of the whole. GWTW is a classic and I hope it will always be shown. I was 9 years old when it first came to the movies in a rerun. I could hardly wait, as I'd read the book in second grade. It kept being rerun over a period of years.	Tara's Theme
168	Johnny Gainor	I love this, beautifully done ~	Tara's Theme
169	Michael Hanley	":::Whistle: :: ""Has the War Started?"""	Tara's Theme
170	R T	Frankly, my dear, there will always be a Gone With The Wind no matter what.	Tara's Theme
171	Ashley Hallows	I can't believe the Government have now banned Gone with the Wind the world's gone mad and I've had enough !	Tara's Theme
172	Michael Behan	I have watched this magnificent movie (in my opinion, the greatest movie ever made) more than 15 times and I never get sick of it! As for HBO and the woke wankers who make up the company all I can say is it don’t give a damn’ about your contrived indignation! You are just cowards who buckle at the first sign that some little pissant may get their feelings hurt! Grow some balls and stand up for the 99% of people who see this as a MOVIE! Pathetic losers. I hope you go broke!	Tara's Theme
173	Shambhala Libertalia Iram	My family kept watching this movie back home years ago via VCD, and today, my brother and I rewatched it again via HBO Max. It is indeed a timeless movie! One of my favorite of all time, along with One Flew Over the Cuckoo's Nest, River Kwai, Lawrence of Arabia, GBU, Once Upon a Time Trilogy, Stanley Kubrick Films, Waterfront, Wonderful Life, Chinatown, Citizen Kane, Casablanca etc.	Tara's Theme
174	Mark Warner	So am I a racist if I want to watch this film then	Tara's Theme
175	susan m	A Masterpiece!!! This song is a masterpiece that brought up morals, pride and loyalty, death, repentance courage and forgiveness through the movie Gone With the Wind, A true work of art! No should try retro fit this movie to reflect the year 2020.	Tara's Theme
176	PSW47	I bought mine a few years back.	Tara's Theme
177	mkaberli	What, YouTube or google or whomever hasn’t blocked this yet.	Tara's Theme
178	Truck Camper Canada	Quick, Download before the mob comes for it!	Tara's Theme
179	Michael Lo	Terrible that this movie cannot be watched anymore on hbo or This lovely song played at Georgia football games. Such a shame.	Tara's Theme
180	Jeremy Brown	Classic movie and should be protected. History good or bad needs to be.	Tara's Theme
181	Rem	Georgia on my mind >>>	Tara's Theme
182	Meadowlark Clawhammer	On 06/19/20, this very song was deemed to be racially insensitive and no longer allowed to be played by marching bands.	Tara's Theme
183	D.M. Hubble	Replaced by Georgia on My mind??	Tara's Theme
184	James Knoll	Once a Dawg, Always a Dawg, how sweet it is.... despite UGA ending Tara as a school song	Tara's Theme
185	Donald Mcauliffe	This is june. 2020 they ban gone with the wind the book and the movie l cant believe it. It be around since 1939	Tara's Theme
186	FJG	"Scarlett O'Hara: ""I'll think about that tomorrow. Tomorrow is another day."" Well Scarlet, it's today and we are thinking about it. And, we give a damn."	Tara's Theme
187	Maureen McDonough	My favorite movie of all time	Tara's Theme
188	Maureen McDonough	My favorite movie of all time	Tara's Theme
189	Maureen McDonough	My favorite movie of all time	Tara's Theme
190	Yuaena유애나	So society has deemed this movie too racist...now if I listen to this track on repeat am i racist???	Tara's Theme
192	Daniel Arick	T.V.s future Superman was in this I don't remember his characters' name but George Reeves had a small part in this classic bit of Hollywood	Tara's Theme
194	Sonic, the Accursed	Professor Girafales...	Tara's Theme
196	Cryptonymicus	The only good thing about this film is that it provided a theme song for The Million Dollar Movie lol.	Tara's Theme
197	Lommy	The best soundtrack, and cinema was still so young.	Tara's Theme
198	Koichi AKIYAMA	The best cinema in the history. Is it this one maybe, or Ben-Hur?	Tara's Theme
199	Richard Clifford	Today's movies ain't got the same soul as the old classics!	Tara's Theme
200	Virginia Chapman	My mothers favorite movie of all time. RIP JEAN WILKINSON of Bay City Texas born 3/20/1835 died 5/72013 . You fought a vallient battle with breast cancer.. Love you and miss you, your only child Booger	Tara's Theme
201	raulpr777	"Is ""Tara"" a reference to the Hill of Tara from Ireland? In the movie her father is from Ireland."	Tara's Theme
202	Rose flower	Vevian Leagh's beauty..!!!!!👌👌💓💓💓💓💓💓💓💓💓	Tara's Theme
203	Alisha	🔘 Latest and most complete movie collection 👉: numberone313movies.blogspot.com/ ===================================================== Adunay mga sine Gitugotan niini ang mga salida nga ipanghatag sa halos	Tara's Theme
204	Albert12324	This movie is incredible.	Tara's Theme
205	Kim G	Just watched GWTW yesterday for the first time! I loved it, but really those words don't capture how I feel about it. It was beautiful. Especially the music.	Tara's Theme
206	Pkoswald	To think, this guy went from making trash like this to composing the legendary hotel Mario theme. What a champ	Tara's Theme
207	mary alice webberking	Among the great	Tara's Theme
208	James Palmer	I shall never plant another carrot.	Tara's Theme
209	icyhugs	"""Why, land is the only thing in the world worth working for, worth fighting for, worth dying for, because it's the only thing that lasts ""God as my witness, I shall never be hungry again!"" ""Frankly My Dear, I don't give a damn!"" So many great lines from this classic!"	Tara's Theme
211	sierra rustad	Some days I wish I could have experienced the golden years of Hollywood. Go to the theaters and watch masterpieces like this. I love the present but something about that time in Hollywood is something unique altogether.	Tara's Theme
212	Son Hm	l still miss	Tara's Theme
213	Pankaj Shah	Argubly one of the finest n greatest movie if all time, though released in 1939 stll looks fresh as if today.Written by Margaret Mitchell,directed by Victor Fleming n xllant n touchy composition of great Max Steiner.Perhaps the debut movie of Vivian Leigh.Clark Gable n Olivia De Havilland are superb.Must watch as all in one.💐💐💐	Tara's Theme
214	Harold Kay	I think they should use this during narration of the news	Tara's Theme
215	Br Alan Parham	One summer I read the book. Then I went to Atlanta with some friends. I think I was hearing the score in my head the whole time.	Tara's Theme
216	Ray	Instead of stuyding for my exam tomorrow, I'm listening over and over to this. After all, tomorrow will be a new day!	Tara's Theme
217	Xopxe Lope	Simply the best!	Tara's Theme
219	Joshua Ortiz	Tara is a place not a persons name thus it is not apostrophed. It is The Tara Theme.	Tara's Theme
220	Warren Putnam	All right low-key I kind of want this to be my first dance song at my wedding	Tara's Theme
221	Donald Mcauliffe	Jan 2020 a friend of my got me the book gone with the wind for Christmas l am half done with it the book is better than the movie was l saw the movie gone with the wind for firsr time on the big screen in 1980 in new York city	Tara's Theme
222	SightSeer	If we Make America Great Again, we will return to those sweet days of chivalry and refinefment, where everyone knew their place.	Tara's Theme
223	Donald Mcauliffe	I remember in 1980 in new york city l got to see gone with wind on the big screen	Tara's Theme
224	easy street	I feel sorry for the 178 people who did not like this as i vote it up.	Tara's Theme
226	Shiine (VHF CH.10)	0:42-1:03 A segment where a Japanese TV channel used in its ancient sign-on back in 1970.	Tara's Theme
227	Niamh HA	I was born in 2003 and even I feel nostalgic😂.	Tara's Theme
228	elena stoica	Și mîine e o zi..🥀💎🎹🎼🔝❤️🌠💋💋🌠❤️🔝🎼💎💎💎💎💎	Tara's Theme
230	Teena	One of the best movies.. ever.. 🙏🏻🙏🏻🔝🔝♥️♥️	Tara's Theme
231	Antonio Pinto	Um dos temas mais bonitos do cinema, num dos filmes mais espetaculares de sempre. Elenco formidável.	Tara's Theme
232	Michael Behan	My grandmother, who died about 20 years ago, first saw this when it was released in 1939. Her and I both watched it on DVD with sound blaring through the surround sound system. It was like she had been transported back to her first viewing. Since then I have worn out two copies of the DVD and have the sealed anniversary edition (with another for me to watch)! One of the greatest movies ever made!	Tara's Theme
233	97kos	Love this theme so much! Maybe, when I will have more time, I will see from beginning till the end this movie 💕 With beginning, 2:35 to 3:04 is the best part!	Tara's Theme
235	Tara Tsuchida	My name is Tara. Thanks, Gone With The Wind.	Tara's Theme
236	The One Who Knocks.	Frankly my dear, Butler didn’t giv a FuC. Said so himself.	Tara's Theme
240	Vanguarded_Heart 117	There will never be movies like this again. There won't be anymore inspiring writers or screen adaptors in Hollywood anymore.	Tara's Theme
241	Jimmy O'Sullivan	For my beautiful for Auntie Eilish and her wonderful daughter Tara.	Tara's Theme
242	patrick ryan	Wonderful movie, wonderful music; wonderful players. This movie though MUST be seen on the big screen (that is in a movie theater). 7/2019	Tara's Theme
243	Sharon Fain	I love this First time I saw it was a theater in New York of all places Lol I’ve never stopped watching I’m hooked on it an got my now 26 years old granddaughter as crazy about it as I am . The book has more detail but no one could replace these characters I see them when I read it . I read it once a year in the winter the movie all the time . Grand old beautiful south!	Tara's Theme
244	unstoppableExodia	I know this music through a light hearted satirical series called Star stories that repurposed it to be its theme music. I discovered by chance that it's actually from gone with the wind	Tara's Theme
246	José Paes	Professor Girafales	Tara's Theme
247	TheBoomhahaha	"""Why, land is the only thing in the world worth workin' for, worth fightin' for, worth dyin' for, because it's the only thing that lasts."""	Tara's Theme
248	Danny Luo	Is it just me or this score always makes me cry?	Tara's Theme
250	Mes Marriott	So poignant .	Tara's Theme
252	philip norris	An all-time classic, even though I don't agree with the sentiments; as in 1939, so in 2019.	Tara's Theme
253	Anna L. Vajda	I could recite this backwards and forwards when I was 10. Still can.	Tara's Theme
254	Michael James	That Viktorian age and the rules	Tara's Theme
255	Kendall2001	I first saw this movie on TV in the 1970s but then I was fortunate enough that when I went to visit my relatives in Colombia, we found a beautiful theater with a big screen which was showing Gone With The Wind. I went to see it with my cousin. I was about 11 and she was about 15 and we enjoyed the movie very much.	Tara's Theme
256	Juan Pedro Robotop	Wonder foolish !	Tara's Theme
